movieId,prefix,title,alt,title year,alt year,title duplicate,alt duplicate
8199,-,ugetsu,ugetsu monogatari,ugetsu (1953),ugetsu monogatari (1953),-,-
8207,the,day of the jackal,-,day of the jackal(1973),-,-,-
8228,the,maltese falcon,dangerous female,maltese falcon(1931),dangerous female (1931),maltese falcon,-
8235,-,safety last!,-,safety last! (1923),-,-,-
8239,-,viridiana,-,viridiana (1961),-,-,-
8253,-,lupin iii: the castle of cagliostro,rupan sansei: kariosutoro no shiro,lupin iii: the castle of cagliostro (1979),rupan sansei: kariosutoro no shiro (1979),-,-
8261,-,3 women,three women,3 women (1977),three women (1977),-,-
8264,-,grey gardens,-,grey gardens (1975),-,-,-
8327,-,dolls,-,dolls (2002),-,-,-
8335,-,make way for tomorrow,-,make way for tomorrow (1937),-,-,-
8337,the,caine mutiny,-,caine mutiny(1954),-,-,-
8338,-,black narcissus,-,black narcissus (1947),-,-,-
8368,-,harry potter and the prisoner of azkaban,-,harry potter and the prisoner of azkaban (2004),-,-,-
8456,-,investigation of a citizen above suspicion,indagine su un cittadino al di sopra di ogni sospetto,investigation of a citizen above suspicion (1970),indagine su un cittadino al di sopra di ogni sospetto (1970),-,-
8459,the,heiress,-,heiress(1949),-,-,-
8477,-,"jetée, la",-,"jetée, la (1962)",-,-,-
8484,the,human condition i,ningen no joken i,human condition i(1959),ningen no joken i (1959),-,-
8491,-,white heat,-,white heat (1949),-,-,-
8492,a,christmas carol,scrooge,christmas carol(1951),scrooge (1951),christmas carol,-
8516,a,matter of life and death,stairway to heaven,matter of life and death(1946),stairway to heaven (1946),-,-
8530,-,dear frankie,-,dear frankie (2004),-,-,-
8542,a,day at the races,-,day at the races(1937),-,-,-
8580,-,into the woods,-,into the woods (1991),-,-,-
8582,-,manufacturing consent: noam chomsky and the media,-,manufacturing consent: noam chomsky and the media (1992),-,-,-
8607,-,tokyo godfathers,-,tokyo godfathers (2003),-,-,-
8620,the,exterminating angel,"ángel exterminador, el",exterminating angel(1962),"ángel exterminador, el (1962)",-,-
8638,-,before sunset,-,before sunset (2004),-,-,-
8645,-,maria full of grace,"maria, llena eres de gracia",maria full of grace (2004),"maria, llena eres de gracia (2004)",-,-
8656,a,short film about killing,krótki film o zabijaniu,short film about killing(1988),krótki film o zabijaniu (1988),-,-
8665,the,bourne supremacy,-,bourne supremacy(2004),-,-,-
8670,the,testament of dr. mabuse,das testament des dr. mabuse,testament of dr. mabuse(1933),das testament des dr. mabuse (1933),-,-
8684,a,man escaped,un  condamné à mort s'est échappé ou le vent souffle où il veut,man escaped(1956),un  condamné à mort s'est échappé ou le vent souffle où il veut (1956),-,-
8712,-,my favorite wife,-,my favorite wife (1940),-,-,-
8724,the,leopard,"gattopardo, il",leopard(1963),"gattopardo, il (1963)",-,-
8739,-,mamma roma,-,mamma roma (1962),-,-,-
8752,the,set-up,-,set-up(1949),-,-,-
8754,the,prime of miss jean brodie,-,prime of miss jean brodie(1969),-,-,-
8772,the,spy who came in from the cold,-,spy who came in from the cold(1965),-,-,-
8785,-,early summer,bakushû,early summer (1951),bakushû (1951),-,-
8786,-,port of shadows,quai des brumes,port of shadows (1938),quai des brumes (1938),-,-
8797,-,salesman,-,salesman (1969),-,-,-
8827,-,"bill cosby, himself",-,"bill cosby, himself (1983)",-,-,-
8873,the,motorcycle diaries,diarios de motocicleta,motorcycle diaries(2004),diarios de motocicleta (2004),-,-
8874,-,shaun of the dead,-,shaun of the dead (2004),-,-,-
8914,-,primer,-,primer (2004),-,-,-
8950,-,the machinist,-,the machinist (2004),-,-,-
8961,the,incredibles,-,incredibles(2004),-,-,-
8973,-,bad education,la mala educación,bad education (2004),la mala educación (2004),-,-
8998,-,that's entertainment,-,that's entertainment (1974),-,-,-
9010,-,love me if you dare,jeux d'enfants,love me if you dare (2003),jeux d'enfants (2003),-,-
9018,-,control room,-,control room (2004),-,-,-
25750,-,sherlock jr.,-,sherlock jr. (1924),-,-,-
25753,-,greed,-,greed (1924),-,-,-
25764,the,cameraman,-,cameraman(1928),-,-,-
25769,-,"steamboat bill, jr.",-,"steamboat bill, jr. (1928)",-,-,-
25777,-,monkey business,-,monkey business (1931),-,-,-
25805,-,"atalante, l'",-,"atalante, l' (1934)",-,-,-
25826,-,libeled lady,-,libeled lady (1936),-,-,-
25850,-,holiday,-,holiday (1938),-,-,-
25886,-,random harvest,-,random harvest (1942),-,-,-
25898,-,day of wrath,vredens dag,day of wrath (1943),vredens dag (1943),-,-
25941,-,letter from an unknown woman,-,letter from an unknown woman (1948),-,-,-
25954,-,orpheus,orphée,orpheus (1950),orphée (1950),-,-
25963,the,young and the damned,"olvidados, los",young and the damned(1950),"olvidados, los (1950)",-,-
26003,-,night and fog,nuit et brouillard,night and fog (1955),nuit et brouillard (1955),-,-
26012,-,samurai iii: duel on ganryu island,bushido,samurai iii: duel on ganryu island (1956),bushido (1956),-,-
26048,the,human condition ii,ningen no joken ii,human condition ii(1959),ningen no joken ii (1959),-,-
26055,-,floating weeds,ukigusa,floating weeds (1959),ukigusa (1959),-,-
26064,the,bad sleep well,warui yatsu hodo yoku nemuru,bad sleep well(1960),warui yatsu hodo yoku nemuru (1960),-,-
26073,the,human condition iii,ningen no joken iii,human condition iii(1961),ningen no joken iii (1961),-,-
26082,-,harakiri,seppuku,harakiri (1962),seppuku (1962),-,-
26090,the,easy life,il sorpasso,easy life(1962),il sorpasso (1962),-,-
26094,-,"eclisse, l'",eclipse,"eclisse, l' (1962)",eclipse (1962),-,-
26111,-,becket,-,becket (1964),-,-,-
26122,-,onibaba,-,onibaba (1964),-,-,-
26131,the,battle of algiers,la battaglia di algeri,battle of algiers(1966),la battaglia di algeri (1966),-,-
26133,a,charlie brown christmas,-,charlie brown christmas(1965),-,-,-
26150,-,andrei rublev,andrey rublyov,andrei rublev (1969),andrey rublyov (1969),-,-
26151,-,au hasard balthazar,-,au hasard balthazar (1966),-,-,-
26163,-,don't look back,-,don't look back (1967),-,-,-
26171,-,play time,playtime,play time (1967),playtime (1967),-,-
26184,the,diamond arm,brilliantovaya ruka,diamond arm(1968),brilliantovaya ruka (1968),-,-
26208,-,my night at maud's,ma nuit chez maud,my night at maud's (1969),ma nuit chez maud (1969),-,-
26318,the,phantom of liberty,"fantôme de la liberté, le",phantom of liberty(1974),"fantôme de la liberté, le (1974)",-,-
26325,-,hearts and minds,-,hearts and minds (1974),-,hearts and minds,-
26326,the,holy mountain,"montaña sagrada, la",holy mountain(1973),"montaña sagrada, la (1973)",-,-
26347,-,"irony of fate, or enjoy your bath!","ironiya sudby, ili s legkim parom!","irony of fate, or enjoy your bath! (1975)","ironiya sudby, ili s legkim parom! (1975)",-,-
26350,the,passenger,professione: reporter,passenger(1975),professione: reporter (1975),-,-
26366,-,harlan county u.s.a.,-,harlan county u.s.a. (1976),-,-,-
26431,-,opening night,-,opening night (1977),-,-,-
26471,-,eddie murphy delirious,-,eddie murphy delirious (1983),-,-,-
26524,the,times of harvey milk,-,times of harvey milk(1984),-,-,-
26550,-,mishima: a life in four chapters,-,mishima: a life in four chapters (1985),-,-,-
26578,the,sacrifice,offret - sacraficatio,sacrifice(1986),offret - sacraficatio (1986),-,-
26587,the,decalogue,dekalog,decalogue(1989),dekalog (1989),-,-
26644,-,landscape in the mist,topio stin omichli,landscape in the mist (1988),topio stin omichli (1988),-,-
26662,-,kiki's delivery service,majo no takkyûbin,kiki's delivery service (1989),majo no takkyûbin (1989),-,-
26699,-,close-up,nema-ye nazdik,close-up (1990),nema-ye nazdik (1990),-,-
26712,-,35 up,-,35 up (1991),-,-,-
26729,-,hearts of darkness: a filmmakers apocalypse,-,hearts of darkness: a filmmakers apocalypse (1991),-,-,-
26776,-,porco rosso,crimson pig,porco rosso (1992),crimson pig (1992),-,-
26840,-,sonatine,sonachine,sonatine (1993),sonachine (1993),-,-
26865,-,fist of legend,jing wu ying xiong,fist of legend (1994),jing wu ying xiong (1994),-,-
26903,-,whisper of the heart,mimi wo sumaseba,whisper of the heart (1995),mimi wo sumaseba (1995),-,-
26939,-,drifting clouds,kauas pilvet karkaavat,drifting clouds (1996),kauas pilvet karkaavat (1996),-,-
27033,the,kingdom ii,riget ii,kingdom ii(1997),riget ii (1997),-,-
27156,-,neon genesis evangelion: the end of evangelion,"shin seiki evangelion gekijô-ban: air/magokoro wo, kimi ni",neon genesis evangelion: the end of evangelion (1997),"shin seiki evangelion gekijô-ban: air/magokoro wo, kimi ni (1997)",-,-
27178,-,in july,im juli,in july (2000),im juli (2000),-,-
27366,-,werckmeister harmonies,werckmeister harmóniák,werckmeister harmonies (2000),werckmeister harmóniák (2000),-,-
27397,-,joint security area,gongdong gyeongbi guyeok jsa,joint security area (2000),gongdong gyeongbi guyeok jsa (2000),-,-
27423,-,o auto da compadecida,"dog's will, a",o auto da compadecida (2000),"dog's will, a (2000)",-,-
27592,-,sympathy for mr. vengeance,boksuneun naui geot,sympathy for mr. vengeance (2002),boksuneun naui geot (2002),-,-
27727,-,head-on,gegen die wand,head-on (2004),gegen die wand (2004),-,-
27728,-,ghost in the shell 2: innocence,innocence,ghost in the shell 2: innocence (2004),innocence (2004),-,-
27741,the,twilight samurai,tasogare seibei,twilight samurai(2002),tasogare seibei (2002),-,-
27773,-,old boy,-,old boy (2003),-,-,-
27803,the,sea inside,mar adentro,sea inside(2004),mar adentro (2004),-,-
27815,the,chorus,"choristes, les",chorus(2004),"choristes, les (2004)",-,-
27834,the,return,vozvrashcheniye,return(2003),vozvrashcheniye (2003),-,-
27846,the,corporation,-,corporation(2003),-,-,-
27871,-,something the lord made,-,something the lord made (2004),-,-,-
27878,-,born into brothels,-,born into brothels (2004),-,-,-
27879,-,dig!,-,dig! (2004),-,-,-
27882,-,riding giants,-,riding giants (2004),-,-,-
30707,-,million dollar baby,-,million dollar baby (2004),-,-,-
30749,-,hotel rwanda,-,hotel rwanda (2004),-,-,-
30803,-,3-iron,bin-jip,3-iron (2004),bin-jip (2004),-,-
31116,-,sergeant york,-,sergeant york (1941),-,-,-
31309,-,rocco and his brothers,rocco e i suoi fratelli,rocco and his brothers (1960),rocco e i suoi fratelli (1960),-,-
31364,-,memories of murder,salinui chueok,memories of murder (2003),salinui chueok (2003),-,-
31410,-,downfall,"untergang, der",downfall (2004),"untergang, der (2004)",-,-
31435,-,rory o'shea was here,inside i'm dancing,rory o'shea was here (2004),inside i'm dancing (2004),-,-
31437,-,nobody knows,dare mo shiranai,nobody knows (2004),dare mo shiranai (2004),-,-
31522,the,marriage of maria braun,"ehe der maria braun, die",marriage of maria braun(1979),"ehe der maria braun, die (1979)",-,-
31545,-,"trou, le","hole, the","trou, le (1960)","hole, the (1960)",-,-
31658,-,howl's moving castle,hauru no ugoku shiro,howl's moving castle (2004),hauru no ugoku shiro (2004),-,-
31770,-,night and the city,-,night and the city (1950),-,-,-
31903,-,zelary,-,zelary (2003),-,-,-
32179,-,elevator to the gallows,frantic,elevator to the gallows (1958),frantic (1958),-,-
32387,the,sword of doom,dai-bosatsu tôge,sword of doom(1966),dai-bosatsu tôge (1966),-,-
32460,-,knockin' on heaven's door,-,knockin' on heaven's door (1997),-,-,-
32525,-,the earrings of madame de...,-,the earrings of madame de... (1953),-,-,-
32649,a,special day,"giornata particolare, una",special day(1977),"giornata particolare, una (1977)",-,-
32657,the,man who planted trees,"homme qui plantait des arbres, l'",man who planted trees(1987),"homme qui plantait des arbres, l' (1987)",-,-
32792,-,red desert,"deserto rosso, il",red desert (1964),"deserto rosso, il (1964)",-,-
32840,-,vincent,-,vincent (1982),-,-,-
32853,the,sorrow and the pity,le chagrin et la pitié,sorrow and the pity(1969),le chagrin et la pitié (1969),-,-
32892,-,ivan's childhood,my name is ivan,ivan's childhood (1962),my name is ivan (1962),-,-
32906,the,ascent,voskhozhdeniye,ascent(1977),voskhozhdeniye (1977),-,-
33154,-,enron: the smartest guys in the room,-,enron: the smartest guys in the room (2005),-,-,-
33171,-,mysterious skin,-,mysterious skin (2004),-,-,-
33264,-,satan's tango,sátántangó,satan's tango (1994),sátántangó (1994),-,-
33270,the,taste of tea,cha no aji,taste of tea(2004),cha no aji (2004),-,-
33288,-,kes,-,kes (1969),-,-,-
33451,-,"ugly, dirty and bad",brutti sporchi e cattivi,"ugly, dirty and bad (1976)",brutti sporchi e cattivi (1976),-,-
33564,-,divorce - italian style,divorzio all'italiana,divorce - italian style (1961),divorzio all'italiana (1961),-,-
33639,-,mad hot ballroom,-,mad hot ballroom (2005),-,-,-
33660,-,cinderella man,-,cinderella man (2005),-,-,-
33779,-,eddie izzard: dress to kill,-,eddie izzard: dress to kill (1999),-,-,-
33794,-,batman begins,-,batman begins (2005),-,-,-
34405,-,serenity,-,serenity (2005),-,-,-
34482,the,browning version,-,browning version(1951),-,-,-
34542,-,grizzly man,-,grizzly man (2005),-,-,-
36363,-,kin-dza-dza!,-,kin-dza-dza! (1986),-,-,-
37240,-,why we fight,-,why we fight (2005),-,-,-
37495,-,survive style 5+,-,survive style 5+ (2004),-,-,-
38061,-,kiss kiss bang bang,-,kiss kiss bang bang (2005),-,-,-
38095,a,bittersweet life,dalkomhan insaeng,bittersweet life(2005),dalkomhan insaeng (2005),-,-
38159,a,short film about love,krótki film o milosci,short film about love(1988),krótki film o milosci (1988),-,-
38304,-,no direction home: bob dylan,-,no direction home: bob dylan (2005),-,-,-
39768,-,life is a miracle,zivot je cudo,life is a miracle (2004),zivot je cudo (2004),-,-
40629,-,pride & prejudice,-,pride & prejudice (2005),-,-,-
40870,-,c.r.a.z.y.,-,c.r.a.z.y. (2005),-,-,-
41627,-,samurai rebellion,jôi-uchi: hairyô tsuma shimatsu,samurai rebellion (1967),jôi-uchi: hairyô tsuma shimatsu (1967),-,-
41828,-,don't look now: we're being shot at,la grande vadrouille,don't look now: we're being shot at (1966),la grande vadrouille (1966),-,-
42094,the,spirit of the beehive,"espíritu de la colmena, el",spirit of the beehive(1973),"espíritu de la colmena, el (1973)",-,-
42217,-,late spring,banshun,late spring (1949),banshun (1949),-,-
42632,-,lady vengeance,sympathy for lady vengeance,lady vengeance (2005),sympathy for lady vengeance (2005),-,-
42783,-,shadows of our forgotten ancestors,tini zabutykh predkiv,shadows of our forgotten ancestors (1964),tini zabutykh predkiv (1964),-,-
43333,-,water,-,water (2005),-,-,-
43376,-,sophie scholl: the final days,sophie scholl - die letzten tage,sophie scholl: the final days (2005),sophie scholl - die letzten tage (2005),-,-
43396,the,world's fastest indian,-,world's fastest indian(2005),-,-,-
43497,-,love in the afternoon,chloe in the afternoon,love in the afternoon (1972),chloe in the afternoon (1972),-,-
44191,-,v for vendetta,-,v for vendetta (2006),-,-,-
44195,-,thank you for smoking,-,thank you for smoking (2006),-,-,-
44199,-,inside man,-,inside man (2006),-,-,-
44555,the,lives of others,das leben der anderen,lives of others(2006),das leben der anderen (2006),-,-
44633,the,devil and daniel johnston,-,devil and daniel johnston(2005),-,-,-
44665,-,lucky number slevin,-,lucky number slevin (2006),-,-,-
44694,-,volver,-,volver (2006),-,-,-
46578,-,little miss sunshine,-,little miss sunshine (2006),-,-,-
46850,-,wordplay,-,wordplay (2006),-,-,-
46855,-,army of shadows,l'armée des ombres,army of shadows (1969),l'armée des ombres (1969),-,-
47099,the,pursuit of happyness,-,pursuit of happyness(2006),-,-,-
47274,-,murmur of the heart,le souffle au coeur,murmur of the heart (1971),le souffle au coeur (1971),-,-
47404,-,mind game,-,mind game (2004),-,-,-
47491,-,adam's apples,adams æbler,adam's apples (2005),adams æbler (2005),-,-
47610,the,illusionist,-,illusionist(2006),-,-,-
47721,the,red balloon,"ballon rouge, le",red balloon(1956),"ballon rouge, le (1956)",-,-
48394,-,pan's labyrinth,"laberinto del fauno, el",pan's labyrinth (2006),"laberinto del fauno, el (2006)",-,-
48516,the,departed,-,departed(2006),-,-,-
48698,-,deliver us from evil,-,deliver us from evil (2006),-,-,-
48738,the,last king of scotland,-,last king of scotland(2006),-,-,-
48774,-,children of men,-,children of men (2006),-,-,-
48780,the,prestige,-,prestige(2006),-,-,-
49225,-,street fight,-,street fight (2005),-,-,-
49272,-,casino royale,-,casino royale (2006),-,-,-
49359,-,celine and julie go boating,celine et julie vont en bateau,celine and julie go boating (1974),celine et julie vont en bateau (1974),-,-
49530,-,blood diamond,-,blood diamond (2006),-,-,-
49917,-,when the levees broke: a requiem in four acts,-,when the levees broke: a requiem in four acts (2006),-,-,-
50011,the,bothersome man,"brysomme mannen, den",bothersome man(2006),"brysomme mannen, den (2006)",-,-
50583,-,linda linda linda,-,linda linda linda (2005),-,-,-
50594,-,daisies,sedmikrasky,daisies (1966),sedmikrasky (1966),-,-
50658,-,49 up,-,49 up (2005),-,-,-
50740,-,seven up!,-,seven up! (1964),-,-,-
50742,-,7 plus seven,-,7 plus seven (1970),-,-,-
50851,-,cocaine cowboys,-,cocaine cowboys (2006),-,-,-
50872,-,ratatouille,-,ratatouille (2007),-,-,-
51255,-,hot fuzz,-,hot fuzz (2007),-,-,-
51277,the,36th chamber of shaolin,shao lin san shi liu fang,36th chamber of shaolin(1978),shao lin san shi liu fang (1978),-,-
51312,the,consequences of love,"conseguenze dell'amore, le",consequences of love(2004),"conseguenze dell'amore, le (2004)",-,-
51573,-,meshes of the afternoon,-,meshes of the afternoon (1943),-,-,-
52319,-,inglorious bastards,quel maledetto treno blindato,inglorious bastards (1978),quel maledetto treno blindato (1978),-,-
52767,-,21 up,-,21 up (1977),-,-,-
52885,-,paprika,papurika,paprika (2006),papurika (2006),-,-
52952,-,this is england,-,this is england (2006),-,-,-
53024,-,jonestown: the life and death of peoples temple,-,jonestown: the life and death of peoples temple (2006),-,-,-
53123,-,once,-,once (2006),-,-,-
53883,-,"power of nightmares, the: the rise of the politics of fear",-,"power of nightmares, the: the rise of the politics of fear (2004)",-,-,-
54286,the,bourne ultimatum,-,bourne ultimatum(2007),-,-,-
54372,-,tell no one,ne le dis à personne,tell no one (2006),ne le dis à personne (2006),-,-
54881,the,king of kong,-,king of kong(2007),-,-,-
55069,-,"4 months, 3 weeks and 2 days","4 luni, 3 saptamâni si 2 zile","4 months, 3 weeks and 2 days (2007)","4 luni, 3 saptamâni si 2 zile (2007)",-,-
55071,-,no end in sight,-,no end in sight (2007),-,-,-
55098,-,paint it yellow,rang de basanti,paint it yellow (2006),rang de basanti (2006),-,-
55118,-,eastern promises,-,eastern promises (2007),-,-,-
55176,-,in the shadow of the moon,-,in the shadow of the moon (2007),-,-,-
55247,-,into the wild,-,into the wild (2007),-,-,-
55290,-,gone baby gone,-,gone baby gone (2007),-,-,-
55442,-,persepolis,-,persepolis (2007),-,-,-
55555,the,edge of heaven,auf der anderen seite,edge of heaven(2007),auf der anderen seite (2007),-,-
55721,-,elite squad,tropa de elite,elite squad (2007),tropa de elite (2007),-,-
55765,-,american gangster,-,american gangster (2007),-,-,-
55814,the,diving bell and the butterfly,"scaphandre et le papillon, le",diving bell and the butterfly(2007),"scaphandre et le papillon, le (2007)",-,-
55820,-,no country for old men,-,no country for old men (2007),-,-,-
55908,the,man from earth,-,man from earth(2007),-,-,-
56715,-,wristcutters: a love story,-,wristcutters: a love story (2006),-,-,-
56782,-,there will be blood,-,there will be blood (2007),-,-,-
57183,-,like stars on earth,taare zameen par,like stars on earth (2007),taare zameen par (2007),-,-
57504,the,girl who leapt through time,toki o kakeru shôjo,girl who leapt through time(2006),toki o kakeru shôjo (2006),-,-
57669,-,in bruges,-,in bruges (2008),-,-,-
58303,the,counterfeiters,die fälscher,counterfeiters(2007),die fälscher (2007),-,-
58425,-,heima,-,heima (2007),-,-,-
58554,the,class,klass,class(2007),klass (2007),-,-
58559,the,dark knight,-,dark knight(2008),-,-,-
58874,-,marketa lazarová,-,marketa lazarová (1967),-,-,-
59018,the,visitor,-,visitor(2007),-,-,-
59315,-,iron man,-,iron man (2008),-,-,-
59387,the,fall,-,fall(2006),-,-,-
59684,-,lake of fire,-,lake of fire (2006),-,-,-
59976,-,"posto, il",-,"posto, il (1961)",-,-,-
60069,-,wall·e,-,wall·e (2008),-,-,-
60201,the,color of pomegranates,sayat nova,color of pomegranates(1968),sayat nova (1968),-,-
60333,-,encounters at the end of the world,-,encounters at the end of the world (2008),-,-,-
60766,-,man on wire,-,man on wire (2008),-,-,-
60992,a,moment to remember,nae meorisokui jiwoogae,moment to remember(2004),nae meorisokui jiwoogae (2004),-,-
61236,-,waltz with bashir,vals im bashir,waltz with bashir (2008),vals im bashir (2008),-,-
61240,-,let the right one in,låt den rätte komma in,let the right one in (2008),låt den rätte komma in (2008),-,-
61406,-,john adams,-,john adams (2008),-,-,-
61967,-,"autumn afternoon, an",sanma no aji,"autumn afternoon, an (1962)",sanma no aji (1962),-,-
62511,-,"synecdoche, new york",-,"synecdoche, new york (2008)",-,-,-
62644,the,wave,"welle, die",wave(2008),"welle, die (2008)",-,-
62801,-,lone wolf and cub: baby cart to hades,kozure ôkami: shinikazeni mukau ubaguruma,lone wolf and cub: baby cart to hades (1972),kozure ôkami: shinikazeni mukau ubaguruma (1972),-,-
63082,-,slumdog millionaire,-,slumdog millionaire (2008),-,-,-
64278,the,pervert's guide to cinema,-,pervert's guide to cinema(2006),-,-,-
64614,-,gran torino,-,gran torino (2008),-,-,-
64993,-,5 centimeters per second,byôsoku 5 senchimêtoru,5 centimeters per second (2007),byôsoku 5 senchimêtoru (2007),-,-
65188,-,dear zachary: a letter to a son about his father,-,dear zachary: a letter to a son about his father (2008),-,-,-
65261,-,ponyo,gake no ue no ponyo,ponyo (2008),gake no ue no ponyo (2008),-,-
65514,-,ip man,-,ip man (2008),-,-,-
66371,-,departures,okuribito,departures (2008),okuribito (2008),-,-
66934,-,dr. horrible's sing-along blog,-,dr. horrible's sing-along blog (2008),-,-,-
67255,the,girl with the dragon tattoo,män som hatar kvinnor,girl with the dragon tattoo(2009),män som hatar kvinnor (2009),girl with the dragon tattoo,-
67997,-,in the loop,-,in the loop (2009),-,-,-
68099,-,apollo 13: to the edge and back,-,apollo 13: to the edge and back (1994),-,-,-
68157,-,inglourious basterds,-,inglourious basterds (2009),-,-,-
68237,-,moon,-,moon (2009),-,-,-
68347,-,sin nombre,-,sin nombre (2009),-,-,-
68358,-,star trek,-,star trek (2009),-,-,-
68472,-,cherry blossoms,kirschblüten - hanami,cherry blossoms (2008),kirschblüten - hanami (2008),-,-
68522,-,earth,-,earth (2007),-,-,-
68874,-,"jeanne dielman, 23 quai du commerce, 1080 bruxelles",-,"jeanne dielman, 23 quai du commerce, 1080 bruxelles (1975)",-,-,-
68954,-,up,-,up (2009),-,-,-
69524,-,raiders of the lost ark: the adaptation,-,raiders of the lost ark: the adaptation (1989),-,-,-
69529,-,home,-,home (2009),-,-,-
69844,-,harry potter and the half-blood prince,-,harry potter and the half-blood prince (2009),-,-,-
69849,-,roots,-,roots (1977),-,-,-
70286,-,district 9,-,district 9 (2009),-,-,-
70533,-,evangelion: 1.0 you are,not,evangelion: 1.0 you are (2007),not (2007),-,not
71033,the,secret in their eyes,el secreto de sus ojos,secret in their eyes(2009),el secreto de sus ojos (2009),-,-
71108,the,white ribbon,das weiße band,white ribbon(2009),das weiße band (2009),-,-
71131,the,most hated family in america,-,most hated family in america(2007),-,-,-
71438,-,still walking,aruitemo aruitemo,still walking (2008),aruitemo aruitemo (2008),-,-
71462,the,cove,-,cove(2009),-,-,-
72035,-,dimensions of dialogue,moznosti dialogu,dimensions of dialogue (1982),moznosti dialogu (1982),-,-
72226,-,fantastic mr. fox,-,fantastic mr. fox (2009),-,-,-
72356,-,partly cloudy,-,partly cloudy (2009),-,-,-
73323,the,girl who kicked the hornet's nest,luftslottet som sprängdes,girl who kicked the hornet's nest(2009),luftslottet som sprängdes (2009),-,-
73344,a,prophet,un prophète,prophet(2009),un prophète (2009),-,-
73808,the,chaser,chugyeogja,chaser(2008),chugyeogja (2008),-,-
73881,-,3 idiots,-,3 idiots (2009),-,-,-
74458,-,shutter island,-,shutter island (2010),-,-,-
74508,-,persuasion,-,persuasion (2007),-,persuasion,-
74553,the,secret of kells,-,secret of kells(2009),-,-,-
74727,-,gentlemen of fortune,dzhentlmeny udachi,gentlemen of fortune (1972),dzhentlmeny udachi (1972),-,-
76091,-,mother,madeo,mother (2009),madeo (2009),-,-
76093,-,how to train your dragon,-,how to train your dragon (2010),-,-,-
76111,-,about elly,darbareye elly,about elly (2009),darbareye elly (2009),-,-
76208,the,cremator,spalovac mrtvol,cremator(1969),spalovac mrtvol (1969),-,-
77177,-,wild china,-,wild china (2008),-,-,-
77455,-,exit through the gift shop,-,exit through the gift shop (2010),-,-,-
77846,-,12 angry men,-,12 angry men (1997),-,12 angry men,-
77854,the,work of director michel gondry,-,work of director michel gondry(2003),-,-,-
78499,-,toy story 3,-,toy story 3 (2010),-,-,-
79132,-,inception,-,inception (2010),-,-,-
79333,-,watch out for the automobile,beregis avtomobilya,watch out for the automobile (1966),beregis avtomobilya (1966),-,-
79357,-,mr. nobody,-,mr. nobody (2009),-,-,-
79798,-,i killed my mother,j'ai tué ma mère,i killed my mother (2009),j'ai tué ma mère (2009),-,-
80586,-,flipped,-,flipped (2010),-,-,-
80906,-,inside job,-,inside job (2010),-,-,-
81834,-,harry potter and the deathly hallows: part 1,-,harry potter and the deathly hallows: part 1 (2010),-,-,-
81845,the,king's speech,-,king's speech(2010),-,-,-
81932,the,fighter,-,fighter(2010),-,-,-
82143,-,alone in the wilderness,-,alone in the wilderness (2004),-,-,-
82667,-,i saw the devil,akmareul boatda,i saw the devil (2010),akmareul boatda (2010),-,-
82848,-,one week,-,one week (1920),-,-,-
83134,-,tucker & dale vs evil,-,tucker & dale vs evil (2010),-,-,-
83293,-,waste land,-,waste land (2010),-,-,-
84116,-,poetry,shi,poetry (2010),shi (2010),-,-
84152,-,limitless,-,limitless (2011),-,-,-
84156,-,happy people: a year in the taiga,-,happy people: a year in the taiga (2010),-,-,-
84187,-,evangelion: 2.0 you can,not,evangelion: 2.0 you can (2009),not (2009),-,not
84844,-,brother 2,brat 2,brother 2 (2000),brat 2 (2000),-,-
84952,-,confessions,kokuhaku,confessions (2010),kokuhaku (2010),-,-
85312,the,house of small cubes,tsumiki no ie,house of small cubes(2008),tsumiki no ie (2008),-,-
85342,-,elite squad: the enemy within,tropa de elite 2 - o inimigo agora é outro,elite squad: the enemy within (2010),tropa de elite 2 - o inimigo agora é outro (2010),-,-
85774,-,senna,-,senna (2010),-,-,-
86345,-,louis c.k.: hilarious,-,louis c.k.: hilarious (2010),-,-,-
86347,-,louis c.k.: chewed up,-,louis c.k.: chewed up (2008),-,-,-
86377,-,louis c.k.: shameless,-,louis c.k.: shameless (2007),-,-,-
86781,-,incendies,-,incendies (2010),-,-,-
86892,-,the man from nowhere,-,the man from nowhere (2010),-,-,-
87004,-,pina,-,pina (2011),-,-,-
87660,-,too big to fail,-,too big to fail (2011),-,-,-
88125,-,harry potter and the deathly hallows: part 2,-,harry potter and the deathly hallows: part 2 (2011),-,-,-
88129,-,drive,-,drive (2011),-,-,-
88810,the,help,-,help(2011),-,-,-
89090,-,bill cunningham new york,-,bill cunningham new york (2011),-,-,-
89492,-,moneyball,-,moneyball (2011),-,-,-
89554,-,zindagi na milegi dobara,-,zindagi na milegi dobara (2011),-,-,-
89759,a,separation,jodaeiye nader az simin,separation(2011),jodaeiye nader az simin (2011),-,-
89774,-,warrior,-,warrior (2011),-,-,-
89896,the,turin horse,a torinói ló,turin horse(2011),a torinói ló (2011),-,-
90266,-,buck,-,buck (2011),-,-,-
90600,-,headhunters,hodejegerne,headhunters (2011),hodejegerne (2011),-,-
90947,-,"oslo, august 31st","oslo, 31. august","oslo, august 31st (2011)","oslo, 31. august (2011)",-,-
91529,the,dark knight rises,-,dark knight rises(2012),-,-,-
